Geneid,SRR31110490,SRR31110491,SRR31110500,SRR31110501,SRR31110510,SRR31110511,SRR31110520,SRR31110521,SRR31110528,SRR31110533,SRR31110538,SRR31110543
ENSG00000182324,18,8,30,11,21,8,24,10,23,44,31,28
ENSG00000268530,0,0,2,3,0,0,0,0,0,2,0,2
ENSG00000268465,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287603,0,0,17,11,0,0,0,2,2,44,0,21
ENSG00000088002,2,0,44,23,1,0,3,1,0,19,0,5
ENSG00000177202,0,4,6,3,0,0,2,0,0,15,0,6
ENSG00000063177,305,294,200,139,392,138,204,395,321,415,197,576
ENSG00000063176,169,183,272,167,250,90,165,244,193,137,183,207
ENSG00000105516,76,107,76,58,174,74,69,144,159,137,113,101
ENSG00000063180,258,230,462,319,1113,463,171,394,629,291,643,231
ENSG00000105518,80,74,50,13,140,61,54,86,102,65,48,75
ENSG00000183401,107,100,101,69,162,70,91,124,201,114,103,166
ENSG00000173928,0,3,16,13,12,9,4,12,10,16,15,10
ENSG00000187266,48,34,70,45,93,58,39,68,55,85,48,103
ENSG00000205517,104,108,83,54,144,49,113,161,135,176,41,255
ENSG00000198003,40,46,86,34,121,59,35,79,82,90,61,67
ENSG00000196361,1380,1331,874,524,2076,784,999,1835,1687,405,1526,809
ENSG00000267477,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000161914,27,25,88,30,70,18,33,37,56,38,50,38
ENSG00000213304,0,0,2,1,0,0,1,2,5,9,0,0
ENSG00000213303,13,21,8,4,41,4,8,15,36,15,22,8
ENSG00000130176,8,14,32,20,21,7,8,4,12,97,12,35
ENSG00000249840,1,0,17,12,0,4,1,3,4,6,0,10
ENSG00000161609,5,1,42,32,0,0,2,5,6,89,0,25
ENSG00000142538,0,0,7,5,0,0,0,0,0,5,0,4
ENSG00000104888,4709,4222,2402,1328,3670,1488,3429,5804,3029,691,1560,1166
ENSG00000161618,6,6,40,20,37,10,14,18,45,64,19,56
ENSG00000269469,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000090554,2,0,14,8,6,2,0,6,3,11,2,7
ENSG00000273189,2,0,0,0,2,6,0,0,0,2,0,3
ENSG00000201675,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199631,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202503,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200259,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142534,843,956,342,201,1807,687,688,1184,1527,709,684,1484
ENSG00000200530,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207782,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000268681,0,4,0,0,0,0,0,0,0,2,0,0
ENSG00000104870,67,83,100,85,121,46,52,84,135,167,47,294
ENSG00000142552,10,14,43,15,40,21,10,12,26,43,20,45
ENSG00000142546,96,111,116,63,230,105,64,130,158,192,174,181
ENSG00000207073,0,0,6,0,2,0,0,3,1,0,4,0
ENSG00000126460,0,0,37,24,8,0,1,10,7,43,0,9
ENSG00000126458,26,36,46,29,24,14,20,43,31,103,40,112
ENSG00000126461,281,264,313,203,612,227,180,315,501,337,435,332
ENSG00000126456,43,46,78,46,110,42,64,71,109,94,52,107
ENSG00000274306,1,0,0,0,0,0,0,0,0,4,0,0
ENSG00000169169,320,327,259,157,671,254,202,465,432,234,345,208
ENSG00000243829,0,0,1,2,0,0,2,0,0,7,0,2
ENSG00000126467,3,0,39,20,2,1,0,2,0,43,0,10
ENSG00000206599,1,0,0,0,0,0,1,0,0,0,0,0
ENSG00000267180,0,0,2,0,0,0,0,0,0,2,0,0
ENSG00000279539,0,5,8,16,2,4,0,2,0,12,4,2
ENSG00000167619,53,58,94,61,270,136,54,75,245,103,352,74
ENSG00000008382,31,20,39,19,90,25,14,41,27,49,42,53
ENSG00000267938,2,0,2,1,3,0,0,2,2,11,3,2
ENSG00000141985,200,173,304,174,415,142,157,251,238,223,289,249
ENSG00000167670,62,54,68,56,98,42,60,73,89,116,98,108
ENSG00000167671,356,379,301,187,617,220,306,503,413,346,473,383
ENSG00000266437,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280239,12,12,16,4,17,13,4,10,18,20,15,28
ENSG00000267011,0,3,12,16,4,2,6,0,0,17,2,7
ENSG00000167674,183,177,163,97,508,186,150,214,255,140,347,242
ENSG00000214456,36,42,43,26,57,24,18,57,62,125,48,108
ENSG00000267385,15,13,2,2,11,2,3,16,20,27,9,25
ENSG00000171236,4,2,26,23,14,2,0,6,1,28,5,19
ENSG00000267408,0,0,1,3,0,0,0,0,0,6,0,0
ENSG00000185361,51,37,111,59,155,59,42,51,65,78,63,95
ENSG00000269082,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000268282,4,2,0,2,2,0,0,0,2,8,4,6
ENSG00000267943,4,8,52,20,8,2,5,12,4,40,3,18
ENSG00000268964,2,0,34,11,0,0,3,0,0,16,1,8
ENSG00000273898,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000104826,0,0,18,2,6,0,0,1,1,0,0,2
ENSG00000267335,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267019,0,0,2,3,0,0,0,0,0,2,0,2
ENSG00000267099,0,0,0,0,0,0,0,1,0,2,0,2
ENSG00000267685,0,0,2,2,0,0,0,0,0,6,0,2
ENSG00000268669,0,0,0,0,0,0,0,0,0,0,0,6
ENSG00000189052,0,0,7,1,0,0,1,0,0,4,0,6
ENSG00000283663,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268287,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265675,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000104852,923,878,484,311,2256,897,692,1190,1871,483,1496,1161
ENSG00000104863,33,27,36,17,63,27,40,45,58,47,48,34
ENSG00000221916,2,2,23,7,15,4,3,1,7,8,9,20
ENSG00000174677,0,4,10,5,0,0,0,2,0,13,0,0
ENSG00000213799,148,151,47,19,122,50,120,211,135,78,74,131
ENSG00000203326,190,216,59,39,160,58,131,231,171,81,133,156
ENSG00000241069,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196417,203,166,61,42,165,74,102,262,264,81,107,176
ENSG00000239912,5,3,2,0,2,0,6,8,0,2,4,2
ENSG00000249435,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287608,22,16,33,15,38,6,22,21,26,20,4,8
ENSG00000198346,82,89,37,14,47,32,54,89,74,43,18,72
ENSG00000250731,10,5,24,14,10,1,6,19,8,17,7,7
ENSG00000241434,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274892,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269608,0,0,2,12,0,0,0,0,0,2,0,0
ENSG00000242668,0,0,4,0,0,0,0,0,0,0,0,0
ENSG00000200393,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000270347,0,0,2,3,0,0,2,0,0,13,4,2
ENSG00000207645,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000207644,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221017,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000207869,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000207599,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000207616,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207810,0,0,0,0,0,0,0,0,1,2,0,1
ENSG00000283540,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207615,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207788,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221421,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207594,0,0,2,0,0,0,0,0,0,2,0,0
ENSG00000207580,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207825,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207711,0,0,0,1,0,0,0,0,0,0,0,2
ENSG00000283455,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000207706,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207722,0,0,0,0,0,0,0,0,0,1,0,1
ENSG00000207862,0,0,0,0,0,0,0,0,0,4,0,0
ENSG00000207629,0,0,0,0,0,0,0,0,0,6,0,0
ENSG00000207738,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000283490,0,0,0,0,0,0,0,2,0,3,0,0
ENSG00000283289,0,0,1,1,0,0,0,0,0,2,0,0
ENSG00000207734,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000207981,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207549,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000251843,0,0,1,0,0,0,0,0,0,0,0,1
ENSG00000207735,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000207837,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000207799,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207925,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000211532,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207987,0,0,4,3,0,0,0,0,0,0,0,0
ENSG00000207803,0,0,2,2,0,0,0,0,0,4,0,0
ENSG00000252734,0,0,2,3,0,0,0,0,0,0,0,0
ENSG00000283330,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207946,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207699,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000207838,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207861,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000252025,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207634,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252191,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283685,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207992,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207979,0,0,1,1,0,0,0,0,0,0,0,0
ENSG00000207767,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000221548,0,0,4,2,0,0,0,0,0,0,0,0
ENSG00000252063,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207620,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284362,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000079313,224,218,503,304,568,200,159,263,343,305,362,285
ENSG00000267007,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284216,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267125,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000129911,98,85,190,119,133,49,73,127,97,117,60,107
ENSG00000267141,0,0,6,8,0,2,1,0,1,5,0,13
ENSG00000267232,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000129968,115,145,268,144,225,95,83,151,213,282,178,179
ENSG00000213638,2,12,22,28,15,10,0,10,23,16,2,11
ENSG00000133275,254,291,365,203,509,213,204,334,402,264,415,307
ENSG00000267283,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000279426,0,0,2,4,0,0,0,0,0,4,0,2
ENSG00000269244,2,0,0,2,0,0,0,0,2,0,2,5
ENSG00000286880,2,2,18,10,0,0,0,0,2,23,1,0
ENSG00000130332,74,55,22,17,87,64,44,67,84,56,33,63
ENSG00000099800,28,28,28,15,86,22,24,34,34,37,32,26
ENSG00000176619,90,112,137,67,264,109,75,134,168,157,168,207
ENSG00000283728,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142409,45,31,79,42,84,28,21,35,62,107,57,78
ENSG00000279959,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167685,80,98,149,72,289,104,79,110,242,210,182,198
ENSG00000279794,12,7,16,12,18,6,7,12,12,14,7,17
ENSG00000197487,1,0,8,7,0,0,2,2,0,27,0,13
ENSG00000224543,15,16,11,10,8,2,15,18,28,5,9,13
ENSG00000099797,514,525,219,100,860,299,365,705,1053,286,687,540
ENSG00000283822,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000099795,80,61,37,26,240,88,68,122,161,102,145,122
ENSG00000243488,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000243066,0,0,1,0,0,2,0,0,0,6,0,0
ENSG00000105429,657,667,851,501,2007,744,545,1001,1495,1249,1301,1309
ENSG00000277533,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000105427,0,0,10,6,0,2,2,0,7,8,2,5
ENSG00000268605,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189377,8,6,22,8,12,4,4,8,14,27,5,19
ENSG00000253048,0,0,0,0,3,3,0,0,1,0,0,1
ENSG00000269374,0,1,0,0,0,0,0,1,0,0,0,0
ENSG00000079385,53,21,57,42,51,18,25,40,48,81,30,75
ENSG00000230558,0,0,0,4,0,0,0,0,0,5,4,3
ENSG00000124469,1,7,35,18,9,5,2,9,6,44,0,18
ENSG00000233681,3,3,33,10,2,0,0,6,1,23,2,9
ENSG00000076826,124,85,131,117,270,127,96,203,175,135,190,88
ENSG00000273657,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000076924,181,143,104,71,456,216,105,177,380,197,285,214
ENSG00000174788,0,2,5,4,7,4,1,6,9,14,2,4
ENSG00000268204,2,0,14,6,2,4,0,2,11,10,2,5
ENSG00000269228,0,0,0,2,0,0,0,0,1,10,0,4
ENSG00000104918,0,0,6,6,3,0,0,2,0,12,0,2
ENSG00000269711,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181029,16,24,66,48,79,22,23,29,39,59,19,55
ENSG00000104921,0,0,27,9,0,0,0,0,0,31,4,22
ENSG00000242636,0,0,2,0,0,0,2,2,2,1,0,1
ENSG00000269763,1,0,6,2,0,2,0,0,4,16,4,2
ENSG00000183248,216,176,261,133,692,262,158,254,232,171,355,138
ENSG00000268120,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269153,0,0,0,4,0,0,0,0,0,9,2,4
ENSG00000285674,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171017,0,0,17,6,2,0,5,2,6,10,0,7
ENSG00000076984,132,136,163,97,290,99,96,161,301,171,208,270
ENSG00000178531,130,140,501,352,355,140,92,148,130,166,70,131
ENSG00000104980,92,75,89,73,184,79,58,104,151,125,103,125
ENSG00000005206,132,106,104,103,192,74,78,101,212,182,209,230
ENSG00000268731,2,1,0,0,4,0,0,4,0,0,0,4
ENSG00000213976,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196268,1391,1143,174,114,970,423,953,1786,1198,124,667,771
ENSG00000269237,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268658,8,14,41,29,9,2,5,24,13,39,15,18
ENSG00000268705,6,7,6,3,6,0,6,11,5,9,8,2
ENSG00000090659,2,2,25,23,5,4,2,2,5,29,0,14
ENSG00000104883,2,6,13,4,8,4,8,11,11,31,8,13
ENSG00000198723,16,8,26,14,15,10,7,11,13,59,6,23
ENSG00000267952,0,0,0,0,0,0,1,0,0,2,0,0
ENSG00000198816,89,107,221,123,331,141,70,128,201,142,261,163
ENSG00000269371,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000090674,77,62,65,31,219,61,49,124,172,119,111,125
ENSG00000268614,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000032444,321,300,207,133,847,327,235,453,667,327,568,567
ENSG00000104938,5,2,29,27,2,2,2,4,4,42,4,14
ENSG00000011304,250,250,258,127,519,206,201,340,584,384,280,552
ENSG00000142541,1062,982,649,367,1965,737,833,1341,1428,1302,834,1855
ENSG00000249709,25,11,2,1,14,12,9,32,15,22,15,26
ENSG00000269693,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269560,1,10,3,2,1,2,6,16,17,3,3,4
ENSG00000230310,12,4,8,2,4,3,9,12,0,4,0,1
ENSG00000213290,10,11,25,8,14,4,7,8,8,15,0,4
ENSG00000188033,74,126,49,22,236,144,101,172,180,98,110,142
ENSG00000173875,368,375,97,53,515,212,287,478,625,175,323,385
ENSG00000269590,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123154,8,9,25,11,49,25,10,22,35,28,29,19
ENSG00000285589,12,12,20,8,34,6,8,8,11,18,28,12
ENSG00000105583,0,0,0,0,1,0,0,0,0,2,0,0
ENSG00000268945,0,1,0,0,5,0,0,4,3,4,4,4
ENSG00000132004,14,28,38,12,28,10,8,23,41,45,23,55
ENSG00000209702,8,0,0,2,26,9,4,8,23,3,22,12
ENSG00000267004,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000123144,117,133,58,24,305,125,82,172,312,99,192,169
ENSG00000198356,140,124,90,58,253,102,80,157,207,68,146,148
ENSG00000039987,0,4,39,17,2,2,2,10,4,43,4,17
ENSG00000263800,0,0,0,2,0,0,0,0,0,4,1,0
ENSG00000171223,108,113,62,31,399,143,90,184,200,231,131,444
ENSG00000167815,313,286,95,38,505,236,212,414,637,144,298,238
ENSG00000104889,1,3,6,1,0,2,1,0,3,9,0,5
ENSG00000276181,0,0,2,1,0,0,0,0,0,0,0,0
ENSG00000240616,34,35,14,12,30,2,23,57,44,23,26,32
ENSG00000095066,111,95,127,65,384,139,104,167,217,181,310,198
ENSG00000074181,158,142,240,145,234,82,123,266,425,774,220,497
ENSG00000275711,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269635,0,0,4,0,0,0,0,0,2,3,0,0
ENSG00000105131,0,0,22,9,0,0,0,6,0,39,1,14
ENSG00000270802,2,6,0,6,14,0,6,9,2,0,6,8
ENSG00000273218,8,6,16,13,67,28,9,20,19,17,10,12
ENSG00000160410,36,71,60,39,104,53,45,65,131,85,71,115
ENSG00000090006,147,121,164,104,281,85,123,193,213,290,167,226
ENSG00000105245,480,419,264,141,1113,442,405,606,491,309,413,459
ENSG00000223284,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123815,186,164,165,123,272,133,154,266,244,266,210,287
ENSG00000130313,62,52,35,18,85,17,32,56,91,87,37,134
ENSG00000269161,2,2,0,0,0,0,0,0,4,5,0,0
ENSG00000243771,0,2,0,4,0,0,0,0,0,1,0,3
ENSG00000142444,42,49,68,33,103,25,30,56,72,31,35,43
ENSG00000267469,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000104964,1246,1095,1240,784,2399,975,955,1610,2361,976,1979,1145
ENSG00000126259,7,10,53,26,13,10,4,11,16,60,3,47
ENSG00000243968,0,0,11,8,2,0,0,0,0,2,0,4
ENSG00000280194,6,4,23,10,2,0,6,0,4,40,2,15
ENSG00000126264,4,2,0,0,1,2,6,3,2,5,0,7
ENSG00000011600,62,44,12,18,122,58,48,50,94,44,13,207
ENSG00000267582,0,2,10,6,0,0,0,2,4,14,2,5
ENSG00000266770,0,0,0,0,0,0,0,0,0,4,0,0
ENSG00000284387,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207808,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207980,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207613,0,0,0,0,1,0,1,0,0,0,0,0
ENSG00000207585,0,0,0,4,0,0,0,0,0,0,0,2
ENSG00000132005,68,37,136,65,177,81,60,65,127,170,114,149
ENSG00000171136,0,0,4,2,0,0,0,2,0,7,0,2
ENSG00000104998,37,38,68,30,54,12,14,35,32,44,22,70
ENSG00000187867,2,10,25,20,19,11,3,16,22,72,12,63
ENSG00000228887,4,1,12,4,6,2,2,2,2,16,2,15
ENSG00000284081,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188032,0,4,18,14,8,2,4,6,5,38,6,10
ENSG00000105011,0,4,40,20,1,4,0,9,1,43,3,8
ENSG00000240803,0,0,0,0,0,2,0,0,0,4,0,2
ENSG00000130283,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269694,21,35,32,13,16,10,10,25,40,21,17,32
ENSG00000105669,167,158,107,58,241,134,128,242,277,217,145,232
ENSG00000268193,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105671,99,96,95,58,213,76,65,166,151,109,96,107
ENSG00000051128,112,85,84,45,91,30,82,117,69,69,85,109
ENSG00000105329,79,69,112,64,148,72,67,92,105,194,90,237
ENSG00000130175,482,427,359,198,1151,453,367,652,985,437,624,643
ENSG00000141933,22,8,66,28,72,16,20,27,34,60,35,36
ENSG00000099804,74,80,72,28,218,83,54,125,161,112,154,137
ENSG00000197540,3,0,4,4,4,0,0,0,2,14,0,19
ENSG00000276097,4,0,18,9,0,0,4,4,9,10,4,8
ENSG00000176490,298,229,194,101,701,314,208,384,598,138,548,120
ENSG00000267001,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286460,8,5,26,10,17,14,2,9,6,46,8,4
ENSG00000261342,38,20,46,20,82,20,12,26,33,37,62,25
ENSG00000141873,31,35,86,48,83,24,31,45,71,74,58,71
ENSG00000104969,395,366,315,159,760,327,299,511,636,362,463,519
ENSG00000172009,214,168,208,117,437,206,145,263,273,237,248,206
ENSG00000172006,99,87,69,40,113,47,63,110,111,69,70,73
ENSG00000186300,255,247,109,69,211,78,214,370,417,125,252,274
ENSG00000287766,27,33,27,15,13,4,24,47,40,20,41,38
ENSG00000172000,10,8,34,22,2,2,2,24,1,30,2,16
ENSG00000267398,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000079999,113,144,143,59,240,111,124,176,269,184,220,287
ENSG00000267197,0,2,1,8,1,4,1,0,2,4,0,0
ENSG00000130734,39,34,67,36,67,22,33,55,118,56,64,38
ENSG00000238364,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000221410,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000129347,98,99,127,79,228,91,69,134,150,159,200,156
ENSG00000129355,66,76,62,34,154,42,42,74,100,65,64,45
ENSG00000129354,2,0,34,28,0,0,1,3,0,50,0,17
ENSG00000271010,0,0,4,0,2,0,0,0,0,4,0,2
ENSG00000129353,485,489,301,165,775,309,389,737,629,1298,337,1303
ENSG00000213339,73,92,79,61,243,99,74,119,237,109,158,135
ENSG00000207972,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000265879,0,0,0,4,0,0,0,0,3,0,0,2
ENSG00000207752,1,0,2,2,8,2,0,0,1,0,0,0
ENSG00000275640,0,0,0,1,1,1,0,1,0,0,0,0
ENSG00000099203,6,2,10,7,3,2,9,14,7,38,10,17
ENSG00000214212,13,4,15,13,11,3,6,8,10,33,2,22
ENSG00000267544,0,2,2,2,0,0,0,6,0,2,0,0
ENSG00000130844,362,368,158,84,633,268,296,485,547,218,378,325
ENSG00000105723,234,224,197,110,363,164,196,313,380,120,222,210
ENSG00000268643,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105732,91,108,92,71,186,60,54,108,116,112,136,136
ENSG00000266226,0,0,0,4,2,0,0,0,0,0,0,2
ENSG00000160570,59,60,91,52,181,68,45,87,120,59,119,74
ENSG00000288671,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241226,0,0,0,0,0,0,0,0,0,7,0,0
ENSG00000010310,29,24,86,60,6,6,27,48,71,78,61,38
ENSG00000207773,2,2,1,0,1,0,0,0,0,0,1,0
ENSG00000283212,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000011478,31,30,38,36,42,17,18,39,47,68,43,42
ENSG00000177051,42,62,46,24,109,50,24,59,48,68,62,66
ENSG00000279407,6,12,42,15,26,19,6,18,17,42,19,33
ENSG00000288669,0,0,1,2,0,0,0,0,0,0,0,0
ENSG00000197961,567,560,146,70,486,230,368,703,630,163,283,493
ENSG00000197256,147,133,238,120,246,104,94,193,204,669,257,585
ENSG00000185198,0,0,16,5,0,0,0,0,0,18,2,6
ENSG00000167483,7,3,52,38,36,9,10,8,6,96,8,45
ENSG00000283632,3,4,16,14,2,0,4,0,4,29,0,13
ENSG00000126457,229,248,118,76,429,191,227,333,426,252,235,406
ENSG00000079462,10,26,44,25,58,37,16,32,28,35,38,23
ENSG00000161270,14,20,55,26,8,10,7,17,26,102,8,32
ENSG00000167635,872,730,148,115,637,248,598,1042,1259,137,670,582
ENSG00000105287,46,32,220,120,100,25,32,71,96,194,80,147
ENSG00000188269,47,51,16,10,6,6,38,73,54,22,23,6
ENSG00000104818,0,0,4,2,0,0,0,0,0,3,0,7
ENSG00000142233,4,6,41,16,14,10,8,4,16,46,12,24
ENSG00000104814,21,8,54,42,14,4,9,20,33,62,18,60
ENSG00000178982,277,254,102,62,452,182,215,359,389,198,366,286
ENSG00000267375,3,4,11,0,15,2,4,2,0,14,5,4
ENSG00000182472,6,6,65,37,6,15,4,8,12,101,2,43
ENSG00000267892,2,0,8,4,4,0,0,2,0,6,2,2
ENSG00000178934,0,0,6,0,0,0,0,0,0,4,0,0
ENSG00000207296,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171747,4,4,29,22,7,8,9,6,8,31,6,13
ENSG00000125746,152,128,113,54,271,121,119,204,377,166,234,203
ENSG00000011451,265,288,517,334,647,271,218,329,440,531,383,561
ENSG00000240846,0,0,0,0,0,0,0,0,0,6,0,0
ENSG00000267372,41,43,47,37,29,26,43,48,26,42,10,22
ENSG00000279488,0,0,3,0,2,0,1,0,8,0,4,4
ENSG00000267755,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185988,8,20,80,38,61,23,11,12,49,57,80,28
ENSG00000160953,417,494,357,202,792,320,346,677,967,361,633,690
ENSG00000115255,51,39,91,42,76,18,43,61,40,61,57,42
ENSG00000141867,1253,1189,1106,749,2848,1111,971,1682,1598,1158,1681,1565
ENSG00000104915,63,61,91,33,176,104,70,104,154,79,121,129
ENSG00000287296,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213253,0,0,2,2,0,2,0,2,4,6,0,4
ENSG00000179218,1084,980,191,92,2661,1039,831,1527,751,448,532,1071
ENSG00000130303,58,56,84,29,190,76,19,54,50,91,21,120
ENSG00000282851,14,2,7,4,20,6,6,7,25,26,4,25
ENSG00000269481,10,0,7,7,6,0,2,10,10,2,1,6
ENSG00000254503,7,7,5,2,10,0,0,3,6,12,0,11
ENSG00000269053,4,8,6,2,9,2,0,4,2,10,0,5
ENSG00000188051,18,11,14,16,19,5,2,10,8,32,10,14
ENSG00000269035,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269736,4,10,8,10,3,0,0,2,4,8,2,2
ENSG00000171773,0,8,0,0,0,0,0,0,4,7,2,2
ENSG00000105538,31,14,126,65,73,30,30,19,60,204,45,88
ENSG00000156413,4,2,39,28,1,0,4,4,2,45,0,13
ENSG00000130383,2,0,0,0,0,0,2,2,0,4,0,0
ENSG00000252539,0,0,5,9,4,4,0,8,4,4,0,7
ENSG00000099866,6,2,32,26,22,11,4,6,17,36,16,19
ENSG00000172270,984,976,791,438,2195,921,754,1362,1437,1327,1329,1665
ENSG00000105464,27,23,58,49,62,30,12,21,72,107,50,89
ENSG00000105523,0,4,50,48,2,0,0,0,0,77,2,26
ENSG00000006638,2,2,18,14,6,0,0,4,19,46,4,8
ENSG00000105298,92,69,109,85,163,76,47,85,97,161,107,113
ENSG00000186111,1127,1133,1496,899,2791,1054,920,1484,1493,1109,1899,999
ENSG00000267304,15,7,17,10,15,6,4,18,8,27,18,25
ENSG00000279203,54,39,12,2,25,19,27,46,35,12,16,21
ENSG00000105127,238,208,118,59,399,177,169,273,306,241,246,258
ENSG00000089351,233,229,227,150,419,152,210,323,428,400,267,456
ENSG00000087903,76,92,122,68,201,85,72,111,127,229,133,390
ENSG00000267589,2,7,0,2,2,0,2,0,0,15,2,7
ENSG00000267299,0,0,0,1,3,0,0,0,1,1,5,4
ENSG00000267415,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284490,0,0,2,1,0,0,2,2,0,4,0,1
ENSG00000267563,4,0,6,8,8,0,0,2,6,7,2,2
ENSG00000280394,0,0,3,4,0,0,0,0,0,13,2,0
